Date,Open
12/6/2016,5317.740234
12/5/2016,5283.580078
12/2/2016,5249.02002
12/1/2016,5323.879883
11/30/2016,5391.350098
11/29/2016,5370.97998
11/28/2016,5387.919922
11/25/2016,5388.490234
11/23/2016,5366.549805
11/22/2016,5384.75
11/21/2016,5336.779785
11/18/2016,5340.970215
11/17/2016,5295.069824
11/16/2016,5253.740234
11/15/2016,5241.350098
11/14/2016,5246.330078
11/11/2016,5191.819824
11/10/2016,5283.47998
11/9/2016,5143.859863
11/8/2016,5154.990234
11/7/2016,5128.990234
11/4/2016,5034.410156
11/3/2016,5104.700195
11/2/2016,5147.279785
11/1/2016,5199.77002
10/31/2016,5205.089844
10/28/2016,5203.700195
10/27/2016,5272.189941
10/26/2016,5256.399902
10/25/2016,5306.470215
10/24/2016,5290.310059
10/21/2016,5238.649902
10/20/2016,5238.200195
10/19/2016,5240.330078
10/18/2016,5255.319824
10/17/2016,5213.689941
10/14/2016,5241.259766
10/13/2016,5200.299805
10/12/2016,5247.910156
10/11/2016,5321.819824
10/10/2016,5318.459961
10/7/2016,5314.919922
10/6/2016,5306.589844
10/5/2016,5305.279785
10/4/2016,5313.490234
10/3/2016,5300.290039
9/30/2016,5288.870117
9/29/2016,5311.310059
9/28/2016,5312.72998
9/27/2016,5254.180176
9/26/2016,5275.72998
9/23/2016,5327.430176
9/22/2016,5323.259766
9/21/2016,5263.649902
9/20/2016,5256.189941
9/19/2016,5263.549805
9/16/2016,5238.709961
9/15/2016,5178.100098
9/14/2016,5160.209961
9/13/2016,5181.140137
9/12/2016,5098.029785
9/9/2016,5217.950195
9/8/2016,5269.959961
9/7/2016,5274.22998
9/6/2016,5260
9/2/2016,5249.660156
9/1/2016,5218.279785
8/31/2016,5216.419922
8/30/2016,5229.879883
8/29/2016,5223.799805
8/26/2016,5219.049805
8/25/2016,5207.609863
8/24/2016,5254.419922
8/23/2016,5265.779785
8/22/2016,5231.459961
8/19/2016,5229.870117
8/18/2016,5226.450195
8/17/2016,5228.439941
8/16/2016,5247.959961
8/15/2016,5242.180176
8/12/2016,5219.660156
8/11/2016,5222.149902
8/10/2016,5227.950195
8/9/2016,5216.209961
8/8/2016,5223.540039
8/5/2016,5190.709961
8/4/2016,5158.02002
8/3/2016,5133.240234
8/2/2016,5177.529785
8/1/2016,5167.419922
7/29/2016,5162.149902
7/28/2016,5144.819824
7/27/2016,5143.839844
7/26/2016,5095.609863
7/25/2016,5096.990234
7/22/2016,5078.120117
7/21/2016,5093.970215
7/20/2016,5061.600098
7/19/2016,5038.220215
7/18/2016,5034.990234
7/15/2016,5041.189941
7/14/2016,5041.950195
7/13/2016,5036.319824
7/12/2016,5017.990234
7/11/2016,4976.540039
7/8/2016,4906.660156
7/7/2016,4867.470215
7/6/2016,4799.319824
7/5/2016,4837.060059
7/1/2016,4837.180176
6/30/2016,4793.75
6/29/2016,4732.930176
6/28/2016,4643.930176
6/27/2016,4664.430176
6/24/2016,4715.790039
6/23/2016,4872.189941
6/22/2016,4846.680176
6/21/2016,4845.080078
6/20/2016,4856.689941
6/17/2016,4835.02002
6/16/2016,4809.689941
6/15/2016,4855.080078
6/14/2016,4836.669922
6/13/2016,4868.509766
6/10/2016,4915.149902
6/9/2016,4954.149902
6/8/2016,4970.009766
6/7/2016,4972.129883
6/6/2016,4950.459961
6/3/2016,4958.100098
6/2/2016,4941.25
6/1/2016,4928.970215
5/31/2016,4938.47998
5/27/2016,4904.049805
5/26/2016,4897.779785
5/25/2016,4877.180176
5/24/2016,4792.850098
5/23/2016,4771.569824
5/20/2016,4729.439941
5/19/2016,4717.359863
5/18/2016,4705.779785
5/17/2016,4768.850098
5/16/2016,4728.859863
5/13/2016,4731.069824
5/12/2016,4778.189941
5/11/2016,4799.299805
5/10/2016,4768.910156
5/9/2016,4736.350098
5/6/2016,4695.899902
5/5/2016,4742.419922
5/4/2016,4735.279785
5/3/2016,4780.879883
5/2/2016,4786.549805
4/29/2016,4805.790039
4/28/2016,4857.600098
4/27/2016,4855.379883
4/26/2016,4903.810059
4/25/2016,4891.47998
4/22/2016,4898.240234
4/21/2016,4949.120117
4/20/2016,4941.990234
4/19/2016,4968.299805
4/18/2016,4919.359863
4/15/2016,4938.830078
4/14/2016,4947.620117
4/13/2016,4904.790039
4/12/2016,4838.819824
4/11/2016,4873.390137
4/8/2016,4883.990234
4/7/2016,4893.569824
4/6/2016,4849.580078
4/5/2016,4855.899902
4/4/2016,4911.209961
4/1/2016,4842.549805
3/31/2016,4869.569824
3/30/2016,4875.459961
3/29/2016,4756.549805
3/28/2016,4785.25
3/24/2016,4743.359863
3/23/2016,4813.870117
3/22/2016,4783.600098
3/21/2016,4787.310059
3/18/2016,4784.629883
3/17/2016,4752.620117
3/16/2016,4717.879883
3/15/2016,4731.140137
3/14/2016,4733.390137
3/11/2016,4712.379883
3/10/2016,4691.200195
3/9/2016,4666.419922
3/8/2016,4676.220215
3/7/2016,4690.879883
3/4/2016,4715.759766
3/3/2016,4698.379883
3/2/2016,4683.799805
3/1/2016,4596.009766
2/29/2016,4585.299805
2/26/2016,4615.140137
2/25/2016,4554.72998
2/24/2016,4453.930176
2/23/2016,4550.049805
2/22/2016,4548.310059
2/19/2016,4464.669922
2/18/2016,4548.100098
2/17/2016,4471.660156
2/16/2016,4397.950195
2/12/2016,4307.290039
2/11/2016,4218.810059
2/10/2016,4318.279785
2/9/2016,4224.870117
2/8/2016,4288.02002
2/5/2016,4491.47998
2/4/2016,4492.47998
2/3/2016,4543.819824
2/2/2016,4588.689941
2/1/2016,4587.589844
1/29/2016,4512.089844
1/28/2016,4533.810059
1/27/2016,4548.870117
1/26/2016,4537.040039
1/25/2016,4574.589844
1/22/2016,4557.390137
1/21/2016,4480.700195
1/20/2016,4405.220215
1/19/2016,4548.049805
1/15/2016,4464.370117
1/14/2016,4545.370117
1/13/2016,4706.02002
1/12/2016,4681.540039
1/11/2016,4673.439941
1/8/2016,4722.02002
1/7/2016,4736.399902
1/6/2016,4813.759766
1/5/2016,4917.839844
1/4/2016,4897.649902
12/31/2015,5047.040039
12/30/2015,5101.180176
12/29/2015,5066.52002
12/28/2015,5032.290039
12/24/2015,5046.189941
12/23/2015,5025.549805
12/22/2015,4988.680176
12/21/2015,4957.529785
12/18/2015,4982.580078
12/17/2015,5087.169922
12/16/2015,5033.47998
12/15/2015,4991.209961
12/14/2015,4932.609863
12/11/2015,4979.77002
12/10/2015,5026.299805
12/9/2015,5077.209961
12/8/2015,5050.52002
12/7/2015,5139.459961
12/4/2015,5050.930176
12/3/2015,5143.160156
12/2/2015,5158.819824
12/1/2015,5129.640137
11/30/2015,5139.580078
11/27/2015,5121.930176
11/25/2015,5106.870117
11/24/2015,5070.660156
11/23/2015,5106.720215
11/20/2015,5096.959961
11/19/2015,5078.669922
11/18/2015,5004.600098
11/17/2015,4991.709961
11/16/2015,4916.140137
11/13/2015,4980.859863
11/12/2015,5043.100098
11/11/2015,5098.129883
11/10/2015,5068.549805
11/9/2015,5128.939941
11/6/2015,5124.040039
11/5/2015,5144.149902
11/4/2015,5155.620117
11/3/2015,5114.310059
11/2/2015,5065.640137
10/30/2015,5079.759766
10/29/2015,5071.040039
10/28/2015,5040.379883
10/27/2015,5018.990234
10/26/2015,5030.799805
10/23/2015,5024.379883
10/22/2015,4875.959961
10/21/2015,4903.97998
10/20/2015,4900.02002
10/19/2015,4873.540039
10/16/2015,4872.359863
10/15/2015,4799.430176
10/14/2015,4801.350098
10/13/2015,4809.240234
10/12/2015,4839.790039
10/9/2015,4817.279785
10/8/2015,4775.060059
10/7/2015,4775.049805
10/6/2015,4767.629883
10/5/2015,4742.129883
10/2/2015,4566.129883
10/1/2015,4624.459961
9/30/2015,4574.379883
9/29/2015,4551.040039
9/28/2015,4665.060059
9/25/2015,4782.410156
9/24/2015,4717.890137
9/23/2015,4764.689941
9/22/2015,4762.290039
9/21/2015,4851.97998
9/18/2015,4828.709961
9/17/2015,4884.109863
9/16/2015,4860.430176
9/15/2015,4819.319824
9/14/2015,4831.97998
9/11/2015,4770.72998
9/10/2015,4749.959961
9/9/2015,4856.27002
9/8/2015,4769.720215
9/4/2015,4670.350098
9/3/2015,4763.100098
9/2/2015,4704.419922
9/1/2015,4673.609863
8/31/2015,4798.680176
8/28/2015,4792.109863
8/27/2015,4761.049805
8/26/2015,4633.509766
8/25/2015,4687.27002
8/24/2015,4351.609863
8/21/2015,4801.040039
8/20/2015,4973.490234
8/19/2015,5039.029785
8/18/2015,5082.169922
8/17/2015,5032.339844
8/14/2015,5025.919922
8/13/2015,5050.939941
8/12/2015,4994.52002
8/11/2015,5069.160156
8/10/2015,5081.720215
8/7/2015,5043.970215
8/6/2015,5146.629883
8/5/2015,5132.77002
8/4/2015,5110.959961
8/3/2015,5134.339844
7/31/2015,5148.180176
7/30/2015,5100.299805
7/29/2015,5097.859863
7/28/2015,5063.439941
7/27/2015,5055.919922
7/24/2015,5166.910156
7/23/2015,5180.330078
7/22/2015,5146.029785
7/21/2015,5219.200195
7/20/2015,5223.180176
7/17/2015,5196.109863
7/16/2015,5138.180176
7/15/2015,5111.109863
7/14/2015,5077.120117
7/13/2015,5037.27002
7/10/2015,4981.240234
7/9/2015,4976.149902
7/8/2015,4953.97998
