1,-131
2,-133
3,-134
4,-128
5,-117
6,-102
7,-79
8,-51
9,-12
10,36
11,86
12,116
13,131
14,137
15,131
16,113
17,95
18,65
19,53
20,44
21,40
22,39
23,39
24,29
25,8
26,-15
27,-45
28,-55
29,-43
30,-18
31,-4
32,-10
33,-37
34,-76
35,-103
36,-114
37,-114
38,-114
39,-114
40,-125
41,-135
42,-144
43,-140
44,-138
45,-134
46,-138
47,-136
48,-135
49,-140
50,-143
51,-140
52,-137
53,-136
54,-140
55,-138
56,-145
57,-144
58,-143
59,-140
60,-140
61,-140
62,-143
63,-143
64,-145
65,-147
66,-152
67,-152
68,-151
69,-152
70,-151
71,-148
72,-149
73,-151
74,-147
75,-149
76,-153
77,-156
78,-154
79,-154
80,-156
81,-156
82,-161
83,-163
84,-163
85,-156
86,-156
87,-154
88,-149
89,-150
90,-149
91,-153
92,-152
93,-149
94,-153
95,-142
96,-139
97,-138
98,-135
99,-138
100,-140
101,-141
102,-137
103,-132
104,-131
105,-124
106,-119
107,-114
108,-113
109,-108
110,-118
111,-119
112,-115
113,-115
114,-113
115,-108
116,-109
117,-106
118,-107
119,-109
120,-111
121,-108
122,-110
123,-106
124,-107
125,-107
126,-109
127,-115
128,-115
129,-116
130,-114
131,-113
132,-107
133,-110
134,-112
135,-114
136,-116
137,-114
138,-116
139,-117
140,-119
141,-116
142,-112
143,-113
144,-111
145,-108
146,-113
147,-114
148,-117
149,-113
150,-113
151,-112
152,-110
153,-109
154,-107
155,-110
156,-112
157,-109
158,-113
159,-107
160,-103
161,-105
162,-107
163,-104
164,-102
165,-98
166,-96
167,-100
168,-89
169,-85
170,-83
171,-76
172,-73
173,-71
174,-65
175,-68
176,-66
177,-64
178,-59
179,-61
180,-62
181,-66
182,-71
183,-76
184,-80
185,-82
186,-88
187,-87
188,-85
189,-88
190,-85
191,-88
192,-90
193,-101
194,-106
195,-111
196,-112
197,-111
198,-110
199,-106
200,-111
201,-110
202,-110
203,-116
204,-119
205,-116
206,-118
207,-116
208,-108
209,-110
210,-115
211,-113
212,-112
213,-110
214,-112
215,-110
216,-111
217,-108
218,-105
219,-96
220,-82
221,-61
222,-22
223,24
224,79
225,127
226,152
227,163
228,166
229,154
230,135
231,111
232,89
233,69
234,66
235,65
236,65
237,61
238,43
239,22
240,-8
241,-28
242,-20
243,1
244,28
245,32
246,10
247,-35
248,-71
249,-93
250,-102
251,-98
252,-98
253,-103
254,-115
255,-128
256,-130
257,-130
258,-130
259,-129
260,-129
261,-130
262,-128
263,-125
264,-121
265,-123
266,-125
267,-128
268,-128
269,-132
270,-131
271,-130
272,-124
273,-125
274,-123
275,-125
276,-125
277,-133
278,-134
279,-136
280,-135
281,-133
282,-132
283,-135
284,-137
285,-141
286,-141
287,-141
288,-140
289,-145
290,-142
291,-137
292,-137
293,-140
294,-146
295,-146
296,-152
297,-153
298,-151
299,-149
300,-148
301,-149
302,-146
303,-146
304,-148
305,-146
306,-147
307,-146
308,-141
309,-137
310,-138
311,-136
312,-138
313,-139
314,-135
315,-135
316,-134
317,-126
318,-122
319,-116
320,-116
321,-115
322,-114
323,-111
324,-108
325,-107
326,-102
327,-100
328,-99
329,-101
330,-103
331,-100
332,-102
333,-100
334,-103
335,-95
336,-95
337,-101
338,-101
339,-108
340,-106
341,-104
342,-105
343,-109
344,-107
345,-107
346,-100
347,-104
348,-112
349,-110
350,-113
351,-113
352,-111
353,-112
354,-112
355,-110
356,-110
357,-112
358,-117
359,-116
360,-115
361,-116
362,-115
363,-112
364,-113
365,-110
366,-114
367,-113
368,-118
369,-115
370,-117
371,-117
372,-116
373,-115
374,-117
375,-112
376,-116
377,-118
378,-112
379,-111
380,-110
381,-101
382,-98
383,-96
384,-94
385,-91
386,-88
387,-89
388,-85
389,-79
390,-76
391,-75
392,-73
393,-70
394,-71
395,-78
396,-80
397,-84
398,-82
399,-90
